accession,description,length,raw Ns,raw Ns %,masked Ns,masked Ns %,vsl-25 Ns,vsl-25 Ns %,masked vsl-25 Ns,masked vsl-25 Ns %,RM vsl-25 missed Ns,RM vsl-25 missed Ns %
NC_001725.1,Strawberry vein banding virus  complete genome,7876,0,0,0,0,0,0,0,0,0,0
NC_001726.1,Carrot mottle mimic umbravirus (CMoMV) dsRNA1  complete genome,4201,0,0,0,0,0,0,0,0,0,0
NC_001728.1,Odontoglossum ringspot virus  complete genome,6618,0,0,88,1.32,0,0,88,1.32,0,0
NC_001729.1,Adeno-associated virus - 3  complete genome,4726,0,0,33,.69,0,0,33,.69,0,0
NC_001730.1,Bacteriophage phiK complete genome,6089,0,0,0,0,0,0,0,0,0,0
NC_001731.1,Molluscum contagiosum virus subtype 1  complete genome,190289,0,0,6506,3.41,1952,1.02,6703,3.52,197,.10
NC_001734.1,Canine adenovirus  complete genome,30536,0,0,41,.13,0,0,41,.13,0,0
NC_001739.2,Soybean chlorotic mottle virus  complete genome,8178,0,0,99,1.21,0,0,99,1.21,0,0
NC_001741.1,Chlamydia phage Chp1  complete genome,4877,0,0,22,.45,0,0,22,.45,0,0
NC_001746.1,Kennedya yellow mosaic virus  complete genome,6362,0,0,104,1.63,0,0,104,1.63,0,0
NC_001747.1,Potato leafroll virus  complete genome,5987,0,0,0,0,0,0,0,0,0,0
NC_001748.1,Papaya mosaic virus  complete genome,6656,0,0,71,1.06,0,0,71,1.06,0,0
NC_001749.2,Apple stem grooving virus  complete genome,6495,0,0,0,0,49,.75,0,0,0,0
NC_001753.1,Clover yellow mosaic virus  complete genome,7015,0,0,0,0,0,0,0,0,0,0
NC_001768.1,Tobacco vein mottling virus  complete genome,9475,0,0,22,.23,49,.51,22,.23,0,0
NC_001777.1,Tobacco necrosis virus A  complete genome,3684,0,0,0,0,0,0,0,0,0,0
NC_001780.1,Saguaro cactus virus  complete genome,3879,0,0,27,.69,74,1.90,27,.69,0,0
NC_001781.1,Human orthopneumovirus Subgroup B  complete genome,15225,0,0,245,1.60,0,0,245,1.60,0,0
NC_001782.1,Saccharomyces cerevisiae killer virus M1  complete genome,1801,0,0,214,11.88,174,9.66,214,11.88,0,0
NC_001785.1,Papaya ringspot virus  complete genome,10326,0,0,0,0,49,.47,0,0,0,0
NC_001786.1,Barmah Forest virus  complete genome,11488,0,0,70,.60,2,.01,70,.60,0,0
NC_001789.1,Ovine papillomavirus - 1  complete genome,7761,0,0,0,0,0,0,0,0,0,0
NC_001792.2,Porcine circovirus 1  complete genome,1758,0,0,0,0,49,2.78,0,0,0,0
NC_001793.1,Oat blue dwarf virus complete genome,6509,0,0,98,1.50,0,0,98,1.50,0,0
NC_001796.2,Human parainfluenza virus 3  complete genome,15462,0,0,168,1.08,49,.31,168,1.08,0,0
NC_001798.2,Human herpesvirus 2 strain HG52  complete genome,154675,0,0,5884,3.80,2342,1.51,6896,4.45,1012,.65
NC_001800.1,Garlic virus X  complete genome,8106,0,0,0,0,0,0,0,0,0,0
NC_001801.1,Cucumber green mottle mosaic virus  complete genome,6424,0,0,75,1.16,49,.76,75,1.16,0,0
NC_001802.1,Human immunodeficiency virus 1  complete genome,9181,0,0,52,.56,0,0,52,.56,0,0
NC_001803.1,Respiratory syncytial virus  complete genome,15191,0,0,135,.88,0,0,135,.88,0,0
NC_001806.2,Human herpesvirus 1 strain 17  complete genome,152222,0,0,4143,2.72,1859,1.22,5089,3.34,946,.62
NC_001809.1,Louping ill virus  complete genome,10871,0,0,0,0,0,0,0,0,0,0
NC_001812.1,Cymbidium mosaic virus  complete genome,6227,0,0,0,0,49,.78,0,0,0,0
NC_001813.1,Duck adenovirus A  complete genome,33213,0,0,47,.14,0,0,47,.14,0,0
NC_001814.1,Ryegrass mosaic virus  complete genome,9535,0,0,47,.49,0,0,47,.49,0,0
NC_001815.1,Simian T-lymphotropic virus 2  complete genome,8855,0,0,289,3.26,1,.01,289,3.26,0,0
NC_001818.1,Galinsoga mosaic virus  complete genome,3803,0,0,0,0,0,0,0,0,0,0
NC_001822.1,Leek white stripe virus  complete genome,3662,0,0,0,0,0,0,0,0,0,0
NC_001824.1,Lymphocystis disease virus 1  complete genome,102653,0,0,883,.86,343,.33,1226,1.19,343,.33
NC_001825.1,Streptococcus phage Cp-1  complete genome,19343,0,0,134,.69,49,.25,183,.94,49,.25
NC_001826.2,Murine herpesvirus 68 strain WUMS  complete genome,119451,0,0,265,.22,0,0,265,.22,0,0
NC_001829.1,Adeno-associated virus - 4  complete genome,4767,0,0,66,1.38,0,0,66,1.38,0,0
NC_001830.1,Pear blister canker viroid  complete genome,315,0,0,0,0,0,0,0,0,0,0
NC_001831.1,Bovine foamy virus  complete genome,12002,0,0,0,0,0,0,0,0,0,0
NC_001834.1,Drosophila C virus strain EB  complete genome,9264,0,0,0,0,49,.52,0,0,0,0
NC_001835.1,Lactococcus phage sk1  complete genome,28451,0,0,264,.92,147,.51,362,1.27,98,.34
NC_001836.1,Little cherry virus 1  complete genome,16934,0,0,0,0,0,0,0,0,0,0
NC_001837.1,Hepatitis GB virus A  complete genome,9550,0,0,0,0,0,0,0,0,0,0
NC_001839.2,Petunia vein clearing virus  complete genome,7206,0,0,76,1.05,49,.67,76,1.05,0,0
NC_001841.1,Sweet potato feathery mottle virus  complete genome,10820,0,0,101,.93,0,0,101,.93,0,0
NC_001844.1,Equid herpesvirus 4  complete genome,145597,0,0,602,.41,595,.40,824,.56,222,.15
NC_001846.1,Murine hepatitis virus strain MHV-A59 C12 mutant  complete genome,31357,0,0,23,.07,80,.25,72,.22,49,.15
NC_001847.1,Bovine herpesvirus 1  complete genome,135301,0,0,8760,6.47,2867,2.11,10175,7.52,1415,1.04
NC_001859.1,Bovine enterovirus  complete genome,7414,0,0,0,0,0,0,0,0,0,0
NC_001861.1,Onchocerca volvulus strain forest mitochondrion  complete genome,13747,0,0,556,4.04,1056,7.68,1464,10.64,908,6.60
NC_001866.1,Avian myelocytomatosis virus  complete genome,3392,0,0,141,4.15,371,10.93,511,15.06,370,10.90
NC_001867.1,Walleye dermal sarcoma virus  complete genome,12708,0,0,1103,8.67,49,.38,1103,8.67,0,0
NC_001868.1,Sugarcane streak Egypt virus - [Giza]  complete genome,2706,0,0,0,0,0,0,0,0,0,0
NC_001872.1,Chlamydomonas moewusii mitochondrion  complete genome,22897,0,0,682,2.97,123,.53,731,3.19,49,.21
NC_001873.1,Turnip vein-clearing virus  complete genome,6311,0,0,54,.85,0,0,54,.85,0,0
NC_001874.1,Rhopalosiphum padi virus  complete genome,10011,0,0,32,.31,0,0,32,.31,0,0
NC_001875.2,Orgyia pseudotsugata MNPV  complete genome,131995,0,0,1328,1.00,696,.52,1724,1.30,396,.30
NC_001876.1,Bovine adenovirus 3 complete genome,34446,0,0,155,.44,246,.71,253,.73,98,.28
NC_001884.1,Bacillus phage SPBc2  complete genome,134416,0,0,615,.45,98,.07,713,.53,98,.07
NC_001886.1,Wheat streak mosaic virus  complete genome,9384,0,0,64,.68,0,0,64,.68,0,0
NC_001890.1,Enterobacteria phage Qbeta  complete genome,4215,0,0,0,0,0,0,0,0,0,0
NC_001895.1,Enterobacteria phage P2  complete genome,33593,0,0,69,.20,0,0,69,.20,0,0
NC_001899.1,Diatraea saccharalis densovirus  complete genome,5941,0,0,230,3.87,49,.82,279,4.69,49,.82
NC_001901.1,Bacteriophage N15  complete genome,46375,0,0,194,.41,0,0,194,.41,0,0
NC_001902.1,Methanobacterium phage psiM2  complete genome,26111,0,0,140,.53,0,0,140,.53,0,0
NC_001906.3,Hendra virus  complete genome,18234,0,0,70,.38,0,0,70,.38,0,0
NC_001909.1,Lactococcus phage bIL170  complete genome,31754,0,0,216,.68,0,0,216,.68,0,0
NC_001914.1,Rice tungro bacilliform virus  complete genome,8002,0,0,0,0,0,0,0,0,0,0
NC_001918.1,Aichi virus  complete genome,8251,0,0,90,1.09,0,0,90,1.09,0,0
NC_001920.1,Grapevine yellow speckle viroid 1  complete genome,366,0,0,0,0,0,0,0,0,0,0
NC_001921.1,Canine distemper virus  complete genome,15690,0,0,55,.35,0,0,55,.35,0,0
NC_001930.1,Bean dwarf mosaic virus DNA B  complete genome,2576,0,0,0,0,0,0,0,0,0,0
NC_001931.1,Bean dwarf mosaic virus DNA A  complete genome,2615,0,0,0,0,0,0,0,0,0,0
NC_001940.1,Feline leukemia virus  complete genome,8448,0,0,3636,43.03,49,.58,3636,43.03,0,0
NC_001942.1,Mycoplasma phage MAV1  complete genome,15644,0,0,259,1.65,0,0,259,1.65,0,0
NC_001943.1,Human astrovirus  complete genome,6813,0,0,60,.88,0,0,60,.88,0,0
NC_001944.1,Beak and feather disease virus  complete genome,1993,0,0,0,0,0,0,0,0,0,0
NC_001946.1,Sour cherry green ring mottle virus  complete genome,8372,0,0,0,0,0,0,0,0,0,0
NC_001948.1,Rupestris stem pitting associated virus-1  complete genome,8744,0,0,19,.21,44,.50,19,.21,0,0
NC_001954.1,Enterobacteria phage If1  complete genome,8454,0,0,37,.43,0,0,37,.43,0,0
NC_001956.1,Vibrio phage fs2  complete genome,8651,0,0,0,0,0,0,0,0,0,0
NC_001958.1,Hemorrhagic enteritis virus  complete genome,26263,0,0,193,.73,0,0,193,.73,0,0
NC_001959.2,Norovirus GI  complete genome,7654,0,0,40,.52,0,0,40,.52,0,0
NC_001961.1,Porcine respiratory and reproductive syndrome virus  complete genome,15428,0,0,17,.11,27,.17,17,.11,0,0
NC_001962.1,Bombyx mori NPV  complete genome,128413,0,0,1468,1.14,785,.61,1811,1.41,343,.26
NC_001963.1,Sphaeropsis sapinea RNA virus 1  complete genome,5163,0,0,0,0,0,0,0,0,0,0
NC_001964.1,Sphaeropsis sapinea RNA virus 2  complete genome,5202,0,0,0,0,0,0,0,0,0,0
NC_001973.1,Lymantria dispar MNPV  complete genome,161046,0,0,4605,2.85,1156,.71,4851,3.01,246,.15
NC_001977.1,Erysimum latent virus  complete genome,6035,0,0,0,0,0,0,0,0,0,0
NC_001978.3,Bacteriophage phi-C31 complete genome,41491,0,0,582,1.40,2,0,582,1.40,0,0
NC_001987.1,Ateline herpesvirus 3 complete genome,108409,0,0,254,.23,795,.73,1049,.96,795,.73
NC_001989.1,Bovine orthopneumovirus  complete genome,15140,0,0,43,.28,0,0,43,.28,0,0
NC_001990.1,Nudaurelia capensis beta virus  complete genome,6625,0,0,0,0,0,0,0,0,0,0
NC_001993.1,Melanoplus sanguinipes entomopoxvirus  complete genome,236120,0,0,7776,3.29,4020,1.70,11183,4.73,3407,1.44
NC_001998.1,Guinea pig Chlamydia phage  complete genome,4529,0,0,0,0,0,0,0,0,0,0
NC_002007.1,Porphyra purpurea mitochondrion  complete genome,36753,0,0,1005,2.73,147,.39,1151,3.13,146,.39
NC_002012.1,Squalus acanthias mitochondrion  complete genome,16738,0,0,277,1.65,961,5.74,1238,7.39,961,5.74
NC_002014.1,Enterobacteria phage Ike  complete genome,6883,0,0,24,.34,0,0,24,.34,0,0
NC_002015.1,Chrysanthemum stunt viroid  complete genome,356,0,0,0,0,0,0,0,0,0,0
NC_002030.1,Potato spindle tuber viroid  complete genome,359,0,0,0,0,0,0,0,0,0,0
NC_002031.1,Yellow fever virus  complete genome,10862,0,0,29,.26,49,.45,29,.26,0,0
NC_002058.3,Poliovirus  complete genome,7440,0,0,0,0,0,0,0,0,0,0
NC_002063.1,Leishmania RNA virus 1 - 1  complete genome,5284,0,0,0,0,0,0,0,0,0,0
NC_002064.1,Leishmania RNA virus 2 - 1  complete genome,5241,0,0,0,0,0,0,0,0,0,0
NC_002066.1,Sacbrood virus complete genome,8832,0,0,0,0,0,0,0,0,0,0
NC_002069.2,Corvus frugilegus mitochondrion  complete genome,16931,0,0,289,1.70,965,5.69,1253,7.40,964,5.69
NC_002072.2,Streptococcus phage DT1  complete genome,34815,0,0,50,.14,123,.35,99,.28,49,.14
NC_002076.2,Torque teno virus 1  complete genome,3852,0,0,31,.80,0,0,31,.80,0,0
NC_002077.1,Adeno-associated virus - 1  complete genome,4718,0,0,135,2.86,0,0,135,2.86,0,0
NC_002160.2,Barley yellow dwarf virus-PAS  complete genome,5695,0,0,91,1.59,0,0,91,1.59,0,0
NC_002161.1,Bovine parainfluenza virus 3  complete genome,15456,0,0,38,.24,0,0,38,.24,0,0
NC_002163.1,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819 chromosome  complete genome,1641481,0,0,21862,1.33,6275,.38,27181,1.65,5319,.32
NC_002164.1,Poinsettia mosaic virus  complete genome,6099,0,0,0,0,0,0,0,0,0,0
NC_002166.1,Bacteriophage HK022  complete genome,40751,0,0,39,.09,0,0,39,.09,0,0
NC_002167.1,Enterobacteria phage HK97  complete genome,39732,0,0,81,.20,0,0,81,.20,0,0
NC_002169.1,Spodoptera exigua nucleopolyhedrovirus complete genome,135611,0,0,3286,2.42,1400,1.03,3531,2.60,245,.18
NC_002185.1,Streptococcus phage 7201  complete genome,35466,0,0,114,.32,0,0,114,.32,0,0
NC_002187.1,Japanese iris necrotic ring virus  complete genome,4014,0,0,0,0,0,0,0,0,0,0
NC_002188.1,Fowlpox virus  complete genome,288539,0,0,2964,1.02,907,.31,3650,1.26,686,.23
NC_002190.2,Infectious hypodermal and hematopoietic necrosis virus  complete genome,3909,0,0,0,0,0,0,0,0,0,0
NC_002194.1,Chlamydia phage Chp2  complete genome,4563,0,0,44,.96,0,0,44,.96,0,0
NC_002195.1,Torque teno mini virus 9  complete genome,2915,0,0,0,0,6,.20,0,0,0,0
NC_002198.2,Cereal yellow dwarf virus-RPS  complete genome,5662,0,0,0,0,0,0,0,0,0,0
NC_002199.1,Tupaia paramyxovirus  complete genome,17904,0,0,40,.22,0,0,40,.22,0,0
NC_002200.1,Mumps orthorubulavirus genomic RNA  complete genome,15384,0,0,37,.24,0,0,37,.24,0,0
NC_002201.1,Equine foamy virus  complete genome,12035,0,0,71,.58,0,0,71,.58,0,0
NC_002214.1,Streptococcus thermophilus bacteriophage Sfi11  complete genome,39807,0,0,127,.31,148,.37,127,.31,0,0
NC_002229.3,Gallid herpesvirus 2  complete genome,177874,0,0,1922,1.08,1861,1.04,2069,1.16,147,.08
NC_002232.1,Oryctolagus cuniculus papillomavirus 1  complete genome,7565,0,0,44,.58,0,0,44,.58,0,0
NC_002251.1,Northern cereal mosaic virus  complete genome,13222,0,0,37,.27,49,.37,37,.27,0,0
NC_002254.1,Tetradesmus obliquus strain KS3-2 mitochondrion  complete genome,42781,0,0,2895,6.76,1456,3.40,3361,7.85,466,1.08
NC_002306.3,Feline infectious peritonitis virus  complete genome,29355,0,0,0,0,0,0,0,0,0,0
NC_002331.1,Xestia c-nigrum granulovirus  complete genome,178733,0,0,973,.54,516,.28,1071,.59,98,.05
NC_002333.2,Danio rerio mitochondrion  complete genome,16596,0,0,258,1.55,984,5.92,1168,7.03,910,5.48
NC_002351.1,Soil-borne cereal mosaic virus RNA1 complete genome,7025,0,0,0,0,0,0,0,0,0,0
NC_002358.1,Oat golden stripe virus RNA1 complete genome,7111,0,0,44,.61,0,0,44,.61,0,0
NC_002361.1,Columbid circovirus (CoCV)  complete genome,2037,0,0,52,2.55,0,0,52,2.55,0,0
NC_002362.1,Vibrio phage VfO3K6  complete genome,8784,0,0,0,0,0,0,0,0,0,0
NC_002363.1,Vibrio phage VfO4K68  complete genome,6891,0,0,0,0,0,0,0,0,0,0
NC_002371.2,Enterobacteria phage P22 virus  complete genome,41724,0,0,95,.22,98,.23,193,.46,98,.23
NC_002468.1,Cherry necrotic rusty mottle virus  complete genome,8432,0,0,0,0,49,.58,0,0,0,0
NC_002469.1,Ovine astrovirus  complete genome,6440,0,0,36,.55,0,0,36,.55,0,0
NC_002470.1,Turkey astrovirus  complete genome,7003,0,0,76,1.08,0,0,76,1.08,0,0
NC_002484.2,Bacteriophage D3  complete genome,56426,0,0,198,.35,0,0,198,.35,0,0
NC_002486.1,Staphylococcus prophage phiPV83  complete genome,45636,0,0,301,.65,98,.21,399,.87,98,.21
NC_002500.1,Cherry mottle leaf virus  complete genome,8018,0,0,0,0,0,0,0,0,0,0
NC_002501.1,Frog adenovirus 1  complete genome,26163,0,0,128,.48,0,0,128,.48,0,0
NC_002509.2,Turnip mosaic virus  complete genome,9835,0,0,148,1.50,0,0,148,1.50,0,0
NC_002510.1,Cotton leaf curl Gezira virus  complete genome,2764,0,0,0,0,0,0,0,0,0,0
NC_002512.2,Rat cytomegalovirus Maastricht  complete genome,230138,0,0,6293,2.73,861,.37,6465,2.80,172,.07
NC_002513.1,Bovine adenovirus type 2  complete genome,33034,0,0,38,.11,49,.14,87,.26,49,.14
NC_002515.1,Mycoplasma phage P1  complete genome,11660,0,0,0,0,49,.42,0,0,0,0
NC_002516.2,Pseudomonas aeruginosa PAO1  complete genome,6264404,0,0,62686,1.00,1621,.02,63470,1.01,784,.01
NC_002519.1,Roseophage SIO1 complete genome,39898,0,0,77,.19,55,.13,126,.31,49,.12
NC_002520.1,Amsacta moorei entomopoxvirus 'L'  complete genome,232392,0,0,7181,3.09,7661,3.29,13588,5.84,6407,2.75
NC_002526.1,Bovine ephemeral fever virus  complete genome,14900,0,0,104,.69,0,0,104,.69,0,0
NC_002531.1,Alcelaphine herpesvirus 1  complete genome,130608,0,0,993,.76,619,.47,1091,.83,98,.07
NC_002532.2,Equine arteritis virus  complete genome,12704,0,0,0,0,0,0,0,0,0,0
NC_002543.1,Horseradish curly top virus  complete genome,3080,0,0,0,0,0,0,0,0,0,0
NC_002548.1,Acute bee paralysis virus  complete genome,9491,0,0,76,.80,40,.42,76,.80,0,0
NC_002549.1,Zaire ebolavirus isolate Ebola virus H.sapiens-tc COD 1976 Yambuku-Mayinga  complete genome,18959,0,0,34,.17,49,.25,83,.43,49,.25
NC_002551.1,Vesicular exanthema of swine virus  complete genome,8284,0,0,0,0,0,0,0,0,0,0
NC_002552.1,Hop latent virus  complete genome,8612,0,0,0,0,36,.41,0,0,0,0
NC_002568.2,Sesbania mosaic virus  complete genome,4148,0,0,0,0,0,0,0,0,0,0
NC_002571.1,Ochromonas danica mitochondrion  complete genome,41035,0,0,2696,6.57,884,2.15,3162,7.70,466,1.13
NC_002577.1,Gallid herpesvirus 3  complete genome,164270,0,0,2642,1.60,2583,1.57,3290,2.00,648,.39
NC_002588.1,Chayote mosaic virus  complete genome,6364,0,0,41,.64,0,0,41,.64,0,0
NC_002593.1,Plutella xylostella granulovirus  complete genome,100999,0,0,705,.69,443,.43,975,.96,270,.26
NC_002598.1,Panicum mosaic virus  complete genome,4326,0,0,0,0,0,0,0,0,0,0
NC_002600.1,Peanut mottle virus  complete genome,9709,0,0,40,.41,0,0,40,.41,0,0
NC_002602.2,Cucumber mosaic virus satellite RNA  complete genome,336,0,0,0,0,0,0,0,0,0,0
NC_002604.1,Botrytis virus F  complete genome,6827,0,0,32,.46,0,0,32,.46,0,0
NC_002615.1,European brown hare syndrome virus  complete genome,7442,0,0,0,0,0,0,0,0,0,0
NC_002618.2,Cocksfoot mottle virus  complete genome,4082,0,0,0,0,0,0,0,0,0,0
NC_002633.1,Cucumber fruit mottle mosaic virus  complete genome,6562,0,0,76,1.15,0,0,76,1.15,0,0
NC_002634.1,Soybean mosaic virus  complete genome,9588,0,0,0,0,0,0,0,0,0,0
NC_002640.1,Dengue virus 4  complete genome,10649,0,0,0,0,49,.46,0,0,0,0
NC_002641.1,Meleagrid herpesvirus 1  complete genome,159160,0,0,666,.41,397,.24,666,.41,0,0
NC_002642.1,Yaba-like disease virus  complete genome,144575,0,0,1536,1.06,956,.66,2394,1.65,858,.59
NC_002643.1,Bdellovibrio phage phiMH2K  complete genome,4594,0,0,49,1.06,0,0,49,1.06,0,0
NC_002649.1,Bacillus phage GA-1  complete genome,21129,0,0,54,.25,49,.23,103,.48,49,.23
NC_002654.2,Helicoverpa armigera nucleopolyhedrovirus G4  complete genome,131405,0,0,1331,1.01,664,.50,1626,1.23,295,.22
NC_002656.1,Mycobacterium phage Bxb1  complete genome,50550,0,0,427,.84,49,.09,427,.84,0,0
NC_002657.1,Classical swine fever virus  complete genome,12301,0,0,44,.35,74,.60,44,.35,0,0
NC_002661.2,Staphylococcus phage phiSLT  complete genome,42942,0,0,175,.40,98,.22,273,.63,98,.22
NC_002666.1,Lactococcus prophage bIL285  complete genome,35538,0,0,90,.25,49,.13,139,.39,49,.13
NC_002667.1,Lactococcus prophage bIL286  complete genome,41834,0,0,43,.10,49,.11,43,.10,0,0
NC_002668.1,Lactococcus prophage bIL309  complete genome,36949,0,0,107,.28,49,.13,107,.28,0,0
NC_002669.1,Lactococcus prophage bIL310  complete genome,14957,0,0,0,0,0,0,0,0,0,0
NC_002670.1,Lactococcus prophage bIL311  complete genome,14510,0,0,102,.70,147,1.01,151,1.04,49,.33
NC_002671.1,Lactococcus prophage bIL312  complete genome,15179,0,0,80,.52,49,.32,129,.84,49,.32
NC_002685.2,Bovine adenovirus D  complete genome,31301,0,0,0,0,0,0,0,0,0,0
NC_002686.2,Cercopithecine herpesvirus 9  complete genome,124784,0,0,340,.27,346,.27,487,.39,147,.11
NC_002687.1,Ectocarpus siliculosus virus 1  complete genome,335593,0,0,4764,1.41,2412,.71,5108,1.52,344,.10
NC_002691.1,Nodamura virus RNA2  complete genome,1336,0,0,0,0,0,0,0,0,0,0
NC_002692.1,Tomato mosaic virus  complete genome,6383,0,0,38,.59,49,.76,38,.59,0,0
NC_002695.2,Escherichia coli O157:H7 str. Sakai DNA  complete genome,5498578,0,0,24820,.45,2014,.03,25947,.47,1127,.02
NC_002700.2,Acinetobacter phage AP205  complete genome,4268,0,0,0,0,0,0,0,0,0,0
NC_002701.1,Eimeria brunetti RNA virus 1  complete genome,5358,0,0,0,0,0,0,0,0,0,0
NC_002702.1,Porcine adenovirus 5  complete genome,32621,0,0,50,.15,49,.15,50,.15,0,0
NC_002703.1,Lactococcus phage Tuc2009  complete genome,38347,0,0,151,.39,98,.25,249,.64,98,.25
NC_002728.1,Nipah virus  complete genome,18246,0,0,31,.16,0,0,31,.16,0,0
NC_002729.1,Banana mild mosaic virus  complete genome,7352,0,0,36,.48,49,.66,36,.48,0,0
NC_002730.1,Enterobacteria phage HK620  complete genome,38297,0,0,127,.33,0,0,127,.33,0,0
NC_002738.1,Groundnut rosette virus satellite RNA  complete genome,893,0,0,0,0,0,0,0,0,0,0
NC_002747.1,Lactococcus phage TP901-1  complete genome,37667,0,0,183,.48,0,0,183,.48,0,0
NC_002766.1,Beet chlorosis virus  complete genome,5776,0,0,0,0,0,0,0,0,0,0
NC_002786.2,Maize rayado fino virus isolate Costa Rican  complete genome,6366,0,0,131,2.05,40,.62,131,2.05,0,0
NC_002792.2,Ribgrass mosaic virus  complete genome,6311,0,0,54,.85,0,0,54,.85,0,0
NC_002794.1,Tupaiid herpesvirus 1  complete genome,195859,0,0,9802,5.00,1820,.92,10293,5.25,491,.25
NC_002795.1,Aconitum latent virus  complete genome,8657,0,0,0,0,0,0,0,0,0,0
NC_002796.1,Lactococcus phage BK5-T  complete genome,40003,0,0,92,.22,49,.12,141,.35,49,.12
NC_002797.1,Discula destructiva virus 1 segment 1  complete genome,1787,0,0,0,0,0,0,0,0,0,0
NC_002800.1,Discula destructiva virus 1 segment 2  complete genome,1585,0,0,0,0,0,0,0,0,0,0
NC_002803.1,Spring viraemia of carp virus  complete genome,11019,0,0,0,0,0,0,0,0,0,0
NC_002815.2,Cactus virus X  complete genome,6614,0,0,46,.69,0,0,46,.69,0,0
NC_002816.1,Cydia pomonella granulovirus  complete genome,123500,0,0,1664,1.34,442,.35,1664,1.34,0,0
NC_002817.1,Tobacco leaf curl Zimbabwe virus  complete genome,2767,0,0,0,0,0,0,0,0,0,0
NC_002971.4,Coxiella burnetii RSA 493  complete genome,1995488,0,0,5228,.26,1546,.07,6431,.32,1203,.06
NC_002981.1,Ageratum yellow vein Sri Lanka virus segment A  complete genome,2748,0,0,0,0,0,0,0,0,0,0
NC_003005.1,Taura syndrome virus  complete genome,10205,0,0,0,0,0,0,0,0,0,0
NC_003027.1,Lumpy skin disease virus NI-2490  complete genome,150773,0,0,2656,1.76,1423,.94,3538,2.34,882,.58
NC_003029.1,Tetrahymena thermophila mitochondrion  complete genome,47577,0,0,3039,6.38,1522,3.19,3947,8.29,908,1.90
NC_003031.1,Sugarcane bacilliform IM virus  complete genome,7687,0,0,25,.32,0,0,25,.32,0,0
NC_003038.1,Invertebrate iridescent virus 6  complete genome,212482,0,0,3309,1.55,2157,1.01,5025,2.36,1716,.80
NC_003045.1,Bovine coronavirus isolate BCoV-ENT  complete genome,31028,0,0,0,0,0,0,0,0,0,0
NC_003050.2,Streptococcus pneumoniae bacteriophage MM1 complete genome,40248,0,0,275,.68,0,0,275,.68,0,0
NC_003054.1,Goose circovirus  complete genome,1821,0,0,0,0,0,0,0,0,0,0
NC_003059.1,Porcine endogenous retrovirus E  complete genome,8072,0,0,5801,71.86,246,3.04,5801,71.86,0,0
NC_003083.1,Epiphyas postvittana NPV  complete genome,118584,0,0,667,.56,294,.24,814,.68,147,.12
NC_003084.1,Culex nigripalpus NPV  complete genome,108252,0,0,1325,1.22,1106,1.02,1521,1.40,196,.18
NC_003085.1,Myxococcus phage Mx8  complete genome,49534,0,0,219,.44,0,0,219,.44,0,0
